symbol,feature_rows,innovation_z_x_zr_3h_bad,innovation_z_x_zr_3h_finite,oi_rel_vol_2h_bad,oi_rel_vol_2h_finite,oi_rel_vol_4h_bad,oi_rel_vol_4h_finite,oi_rel_vol_8h_bad,oi_rel_vol_8h_finite,unwind_score_bad,unwind_score_finite,dist_vwap_norm_bad,dist_vwap_norm_finite,dist_stack_bad,dist_stack_finite,vwap_zone_1d_atr_bad,vwap_zone_1d_atr_finite,vwap_zone_7d_atr_bad,vwap_zone_7d_atr_finite,raw_rows,raw_start,raw_end,raw_open_finite,raw_high_finite,raw_low_finite,raw_close_finite,raw_volume_finite,raw_funding_rate_finite,raw_open_interest_finite,raw_mark_price_finite,raw_mark_close_finite,raw_index_price_finite,raw_index_close_finite,raw_spot_close_finite,raw_spot_volume_finite,fund_file_rows,fund_funding_rate_finite,fund_open_interest_finite,fund_mark_price_finite,fund_index_price_finite,orderbook_exists,orderbook_rows
FLOKI_USD:USD,35041,35041,0,18376,16665,17694,17347,17423,17618,23477,11564,17351,17690,18809,16232,17352,17689,17352,17689,17689,2024-05-15 17:00:00+00:00,2026-05-22 17:00:00+00:00,17689,17689,17689,17689,17689,17688,17688,17688,17688,138,138,17688,17688,17689,17689,17689,17689,138,False,0
FLOW_USD:USD,35041,28493,6548,19996,15045,14958,20083,10659,24382,11688,23353,2688,32353,4089,30952,2154,32887,2066,32975,32977,2022-08-17 17:00:00+00:00,2026-05-22 17:00:00+00:00,32977,32977,32977,32977,32977,32967,28131,32967,32967,138,138,32967,32967,32977,32974,28133,32970,138,False,0
FLR_USD:USD,35041,34992,49,18770,16271,14090,20951,10446,24595,10498,24543,6157,28884,7615,27426,5657,29384,5564,29477,29477,2023-01-10 13:00:00+00:00,2026-05-22 17:00:00+00:00,29477,29477,29477,29477,29477,29475,28132,29475,29475,138,138,29475,29475,29477,29477,28135,29477,138,False,0
FLUX_USD:USD,35041,34758,283,32028,3013,30358,4683,28141,6900,27290,7751,24602,10439,25897,9144,23038,12003,22082,12959,12961,2024-11-28 17:00:00+00:00,2026-05-22 17:00:00+00:00,12961,12961,12961,12961,12961,12960,12960,12960,12960,138,138,12960,12960,12961,12961,12961,12961,138,False,0
GALA_USD:USD,35041,34885,156,8444,26597,7462,27579,7040,28001,10494,24547,1764,33277,3191,31850,1760,33281,1760,33281,33312,2022-08-03 18:00:00+00:00,2026-05-22 17:00:00+00:00,33312,33312,33312,33312,33312,33307,28133,33309,33309,138,138,33309,33309,33312,33310,28135,33312,138,False,0
GAS_USD:USD,35041,22925,12116,32223,2818,30675,4366,28580,6461,35041,0,24806,10235,25848,9193,22973,12068,21255,13786,13852,2024-10-22 14:00:00+00:00,2026-05-22 17:00:00+00:00,13852,13852,13852,13852,13852,13844,13844,13844,13844,138,138,13844,13844,13807,13798,13807,19,12,False,0
GBP_USD:USD,35041,26550,8491,34628,413,34311,730,33756,1285,29908,5133,32204,2837,32632,2409,30782,4259,27588,7453,9438,2025-04-24 12:00:00+00:00,2026-05-22 17:00:00+00:00,9438,9438,9438,9438,9438,9437,9437,9437,9437,138,138,9437,9437,9438,9438,9438,9438,138,False,0
GIGA_USD:USD,35041,35012,29,26836,8205,24999,10042,23641,11400,25945,9096,22676,12365,24134,10907,22490,12551,22440,12601,12601,2024-12-13 17:00:00+00:00,2026-05-22 17:00:00+00:00,12601,12601,12601,12601,12601,12593,12593,12593,12593,138,138,12593,12593,12601,12601,12601,12594,138,False,0
GMT_USD:USD,35041,33507,1534,12450,22591,9653,25388,7972,27069,25618,9423,262,34779,1720,33321,167,34874,167,34874,34874,2022-05-30 16:00:00+00:00,2026-05-22 17:00:00+00:00,34874,34874,34874,34874,34874,34871,28133,34871,34871,138,138,34871,34871,34874,34874,28135,34874,138,False,0
GMX_USD:USD,35041,7949,27092,15513,19528,11529,23512,8802,26239,24475,10566,7232,27809,8686,26355,6982,28059,6945,28096,28100,2023-03-08 22:00:00+00:00,2026-05-22 17:00:00+00:00,28100,28100,28100,28100,28100,28091,28091,28091,28091,138,138,28091,28091,28100,28099,28100,28093,138,False,0
GOAT_USD:USD,35041,34617,424,21546,13495,21324,13717,21267,13774,27843,7198,21242,13799,22700,12341,21243,13798,21243,13798,13798,2024-10-24 20:00:00+00:00,2026-05-22 17:00:00+00:00,13798,13798,13798,13798,13798,13790,13790,13790,13790,138,138,13790,13790,13798,13797,13798,13791,138,False,0
GRASS_USD:USD,35041,30731,4310,23343,11698,22536,12505,22100,12941,31531,3510,21831,13210,23289,11752,21767,13274,21749,13292,13292,2024-11-14 22:00:00+00:00,2026-05-22 17:00:00+00:00,13292,13292,13292,13292,13292,13291,13291,13291,13291,138,138,13291,13291,13292,13292,13292,13292,138,False,0
GRIFFAIN_USD:USD,35041,34834,207,26094,8947,25097,9944,24384,10657,27515,7526,23708,11333,25165,9876,23478,11563,23400,11641,11642,2025-01-22 16:00:00+00:00,2026-05-22 17:00:00+00:00,11642,11642,11642,11642,11642,11641,11641,11641,11641,138,138,11641,11641,11642,11642,11642,11642,138,False,0
GRT_USD:USD,35041,34360,681,10070,24971,8196,26845,7290,27751,10689,24352,2095,32946,3532,31509,2064,32977,2064,32977,32977,2022-08-17 17:00:00+00:00,2026-05-22 17:00:00+00:00,32977,32977,32977,32977,32977,32967,28133,32967,32967,138,138,32967,32967,32977,32974,28135,32970,138,False,0
GTC_USD:USD,35041,33704,1337,31542,3499,29758,5283,27450,7591,33880,1161,23591,11450,24958,10083,21683,13358,18941,16100,16875,2024-06-18 15:00:00+00:00,2026-05-22 17:00:00+00:00,16875,16875,16875,16875,16875,16873,16873,16873,16873,138,138,16873,16873,16875,16875,16875,16874,138,False,0
HBAR_USD:USD,35041,34464,577,18660,16381,18447,16594,18373,16668,30801,4240,18335,16706,19792,15249,18336,16705,18336,16705,16706,2024-06-25 16:00:00+00:00,2026-05-22 17:00:00+00:00,16706,16706,16706,16706,16706,16704,16704,16704,16704,138,138,16704,16704,16706,16706,16706,16705,138,False,0
HFT_USD:USD,35041,34350,691,20606,14435,16749,18292,13665,21376,28247,6794,10959,24082,12228,22813,10425,24616,10299,24742,24745,2023-07-26 17:00:00+00:00,2026-05-22 17:00:00+00:00,24745,24745,24745,24745,24745,24743,24743,24743,24743,138,138,24743,24743,24745,24745,24745,24745,138,False,0
HMSTR_USD:USD,35041,35041,0,29862,5179,27862,7179,25756,9285,35041,0,22906,12135,24362,10679,21909,13132,21245,13796,13798,2024-10-24 20:00:00+00:00,2026-05-22 17:00:00+00:00,13798,13798,13798,13798,13798,13790,13790,13790,13790,138,138,13784,13784,13798,13798,13798,13791,138,False,0
HYPE_USD:USD,35041,24386,10655,23512,11529,23477,11564,23469,11572,35041,0,23451,11590,24909,10132,23452,11589,23452,11589,11589,2025-01-24 21:00:00+00:00,2026-05-22 17:00:00+00:00,11589,11589,11589,11589,11589,11581,11581,11581,11581,138,138,11581,11581,11550,11541,11544,19,12,False,0
ICP_USD:USD,35041,4198,30843,9831,25210,8556,26485,7587,27454,10719,24322,3149,31892,4300,30741,2897,32144,2758,32283,32296,2022-09-15 02:00:00+00:00,2026-05-22 17:00:00+00:00,32296,32296,32296,32296,32296,32288,28129,32292,32292,138,138,32292,32292,32296,32294,28132,32295,138,False,0
ICX_USD:USD,35041,34636,405,20476,14565,16835,18206,13232,21809,21780,13261,5258,29783,6619,28422,3839,31202,3071,31970,31970,2022-09-28 16:00:00+00:00,2026-05-22 17:00:00+00:00,31970,31970,31970,31970,31970,31967,28129,31967,31967,138,138,31967,31967,31970,31970,28131,31970,138,False,0
IMX_USD:USD,35041,23262,11779,11040,24001,8819,26222,7605,27436,11509,23532,3530,31511,4912,30129,3422,31619,3422,31619,31619,2022-10-13 07:00:00+00:00,2026-05-22 17:00:00+00:00,31619,31619,31619,31619,31619,31609,28132,31609,31609,138,138,31609,31609,31619,31619,28134,31612,138,False,0
INIT_USD:USD,35041,34781,260,30601,4440,29060,5981,27629,7412,31643,3398,26408,8633,27864,7177,26254,8787,26211,8830,8832,2025-05-19 18:00:00+00:00,2026-05-22 17:00:00+00:00,8832,8832,8832,8832,8832,8831,8831,8831,8831,138,138,8831,8831,8832,8832,8832,8832,138,False,0
INJ_USD:USD,35041,8773,26268,8931,26110,8195,26846,7805,27236,11227,23814,7604,27437,9062,25979,7605,27436,7605,27436,27436,2023-04-05 14:00:00+00:00,2026-05-22 17:00:00+00:00,27436,27436,27436,27436,27436,27429,27434,27434,27434,138,138,27434,27434,27436,27431,27436,27436,138,False,0
IP_USD:USD,35041,28893,6148,26226,8815,25397,9644,24860,10181,29802,5239,24517,10524,25974,9067,24455,10586,24451,10590,10591,2025-03-07 11:00:00+00:00,2026-05-22 17:00:00+00:00,10591,10591,10591,10591,10591,10590,10590,10590,10590,138,138,10590,10590,10591,10591,10591,10591,138,False,0
JASMY_USD:USD,35041,34909,132,12204,22837,10753,24288,9387,25654,16052,18989,7987,27054,9437,25604,7678,27363,7606,27435,27436,2023-04-05 14:00:00+00:00,2026-05-22 17:00:00+00:00,27436,27436,27436,27436,27436,27433,27434,27434,27434,138,138,27434,27434,27436,27435,27436,27436,138,False,0
JTO_USD:USD,35041,21585,13456,15676,19365,14505,20536,14013,21028,21626,13415,13848,21193,15306,19735,13849,21192,13849,21192,21192,2023-12-21 18:00:00+00:00,2026-05-22 17:00:00+00:00,21192,21192,21192,21192,21192,21190,21190,21190,21190,138,138,21190,21190,21192,21192,21192,21192,138,False,0
JUP_USD:USD,35041,30371,4670,15096,19945,14885,20156,14865,20176,18294,16747,14852,20189,16310,18731,14853,20188,14853,20188,20188,2024-02-01 14:00:00+00:00,2026-05-22 17:00:00+00:00,20188,20188,20188,20188,20188,20187,20187,20187,20187,138,138,20187,20187,20188,20188,20188,20188,138,False,0
KAITO_USD:USD,35041,31809,3232,27415,7626,26202,8839,25370,9671,28265,6776,24716,10325,26174,8867,24589,10452,24552,10489,10489,2025-03-11 17:00:00+00:00,2026-05-22 17:00:00+00:00,10489,10489,10489,10489,10489,10481,10481,10481,10481,138,138,10481,10481,10489,10489,10489,10482,138,False,0
KAS_USD:USD,35041,34928,113,14661,20380,14470,20571,14378,20663,25218,9823,14349,20692,15807,19234,14350,20691,14350,20691,20691,2024-01-11 15:00:00+00:00,2026-05-22 17:00:00+00:00,20691,20691,20691,20691,20691,20690,20690,20690,20690,138,138,20690,20690,20691,20691,20691,20691,138,False,0
KAVA_USD:USD,35041,29206,5835,12925,22116,9642,25399,7753,27288,12745,22296,1987,33054,3421,31620,1895,33146,1895,33146,33147,2022-08-10 15:00:00+00:00,2026-05-22 17:00:00+00:00,33147,33147,33147,33147,33147,33143,28131,33144,33144,138,138,33144,33144,33147,33146,28133,33147,138,False,0
KSM_USD:USD,35041,3079,31962,12801,22240,9330,25711,7589,27452,10655,24386,2228,32813,3620,31421,2077,32964,2064,32977,32977,2022-08-17 17:00:00+00:00,2026-05-22 17:00:00+00:00,32977,32977,32977,32977,32977,32967,28133,32967,32967,138,138,32967,32967,32977,32974,28135,32970,138,False,0
LAYER_USD:USD,35041,33710,1331,31571,3470,30071,4970,28411,6630,33474,1567,26074,8967,27408,7633,24905,10136,23947,11094,11094,2025-02-14 12:00:00+00:00,2026-05-22 17:00:00+00:00,11094,11094,11094,11094,11094,11086,11086,11086,11086,138,138,11086,11086,11094,11094,11094,11087,138,False,0
LCAP_USD:USD,35041,32229,2812,34502,539,34247,794,33905,1136,35041,0,33182,1859,33668,1373,32699,2342,31717,3324,3775,2025-12-16 11:00:00+00:00,2026-05-22 17:00:00+00:00,3775,3775,3775,3775,3775,3774,3774,3774,3774,138,138,3767,3767,3775,3775,3775,3774,138,False,0
LDO_USD:USD,35041,19386,15655,9398,25643,8163,26878,7377,27664,10945,24096,6933,28108,8391,26650,6932,28109,6932,28109,28109,2023-03-08 13:00:00+00:00,2026-05-22 17:00:00+00:00,28109,28109,28109,28109,28109,28100,28100,28100,28100,138,138,28100,28100,28109,28108,28109,28102,138,False,0
LINK_USD:USD,35041,1019,34022,6923,28118,6918,28123,6918,28123,10310,24731,1,35040,1458,33583,2,35039,2,35039,35094,2022-05-21 12:00:00+00:00,2026-05-22 17:00:00+00:00,35094,35094,35094,35094,35094,35035,28133,35038,35038,141,141,35036,35036,35094,35094,28135,35041,141,False,0
LPT_USD:USD,35041,2796,32245,11877,23164,9889,25152,8364,26677,20835,14206,2007,33034,3326,31715,1514,33527,1454,33587,33647,2022-07-20 19:00:00+00:00,2026-05-22 17:00:00+00:00,33647,33647,33647,33647,33647,33637,28133,33637,33637,138,138,33637,33637,33647,33646,28135,33640,138,False,0
LQTY_USD:USD,35041,31849,3192,31529,3512,29853,5188,27789,7252,33605,1436,24490,10551,25800,9241,22932,12109,21456,13585,13852,2024-10-22 14:00:00+00:00,2026-05-22 17:00:00+00:00,13852,13852,13852,13852,13852,13844,13844,13844,13844,138,138,13844,13844,13852,13852,13852,13845,138,False,0
LRC_USD:USD,35041,34251,790,15284,19757,11351,23690,8675,26366,20495,14546,2048,32993,3500,31541,1919,33122,1895,33146,33147,2022-08-10 15:00:00+00:00,2026-05-22 17:00:00+00:00,33147,33147,33147,33147,33147,33143,28132,33144,33144,138,138,33144,33144,33147,33146,28134,33147,138,False,0
LSK_USD:USD,35041,30709,4332,25719,9322,22422,12619,19253,15788,30740,4301,16038,19003,17496,17545,15166,19875,14850,20191,20212,2024-01-31 14:00:00+00:00,2026-05-22 17:00:00+00:00,20212,20212,20212,20212,20212,20204,20204,20204,20204,138,138,20204,20204,20212,20212,20212,20205,138,False,0
LTC_USD:USD,35041,931,34110,6919,28122,6916,28125,6917,28124,10309,24732,0,35041,1458,33583,1,35040,1,35040,35095,2022-05-21 12:00:00+00:00,2026-05-22 18:00:00+00:00,35095,35095,35095,35095,35095,35036,28134,35036,35036,142,142,35036,35036,35095,35095,28136,35039,142,False,0
MANA_USD:USD,35041,32451,2590,9303,25738,7753,27288,7120,27921,12345,22696,845,34196,2303,32738,839,34202,839,34202,34202,2022-06-27 16:00:00+00:00,2026-05-22 17:00:00+00:00,34202,34202,34202,34202,34202,34199,28133,34199,34199,138,138,34199,34199,34202,34202,28135,34202,138,False,0
MELANIA_USD:USD,35041,34790,251,24883,10158,24152,10889,23717,11324,27920,7121,23455,11586,24913,10128,23379,11662,23347,11694,11694,2025-01-20 12:00:00+00:00,2026-05-22 17:00:00+00:00,11694,11694,11694,11694,11694,11692,11692,11692,11692,140,140,11692,11692,11694,11694,11694,11693,140,False,0
METIS_USD:USD,35041,22878,12163,31072,3969,29551,5490,27798,7243,34365,676,25016,10025,26439,8602,23571,11470,21749,13292,13292,2024-11-14 22:00:00+00:00,2026-05-22 17:00:00+00:00,13292,13292,13292,13292,13292,13291,13291,13291,13291,140,140,13291,13291,13292,13292,13292,13292,140,False,0
MEW_USD:USD,35041,35041,0,18577,16464,18257,16784,18198,16843,27387,7654,18166,16875,19623,15418,18167,16874,18167,16874,16875,2024-06-18 15:00:00+00:00,2026-05-22 17:00:00+00:00,16875,16875,16875,16875,16875,16873,16873,16873,16873,140,140,16873,16873,16875,16875,16875,16874,140,False,0
ME_USD:USD,35041,33322,1719,32016,3025,30660,4381,28972,6069,34623,418,26184,8857,27549,7492,24819,10222,23446,11595,11813,2025-01-15 13:00:00+00:00,2026-05-22 17:00:00+00:00,11813,11813,11813,11813,11813,11812,11812,11812,11812,138,138,11812,11812,11813,11813,11813,11813,138,False,0
MINA_USD:USD,35041,29957,5084,13758,21283,10165,24876,8020,27021,11210,23831,3453,31588,4841,30200,3275,31766,3268,31773,31780,2022-10-06 14:00:00+00:00,2026-05-22 17:00:00+00:00,31780,31780,31780,31780,31780,31776,28129,31776,31776,140,140,31776,31776,31780,31780,28132,31779,140,False,0
MIRA_USD:USD,35041,35008,33,34454,587,34098,943,33580,1461,34651,390,32452,2589,32855,2186,31543,3498,30078,4963,5439,2025-10-08 03:00:00+00:00,2026-05-22 17:00:00+00:00,5439,5439,5439,5439,5439,5439,5439,5439,5439,138,138,5438,5438,5439,5439,5439,5439,138,False,0
MNT_USD:USD,35041,30629,4412,29821,5220,27811,7230,25709,9332,28802,6239,22934,12107,24361,10680,22580,12461,22188,12853,16230,2024-07-15 12:00:00+00:00,2026-05-22 17:00:00+00:00,16230,16230,16230,16230,16230,16222,16222,16222,16222,140,140,16222,16222,16230,16230,16230,16223,140,False,0
MOG_USD:USD,35041,35041,0,24778,10263,22945,12096,21598,13443,23665,11376,20406,14635,21864,13177,20013,15028,19581,15460,15460,2024-08-16 14:00:00+00:00,2026-05-22 17:00:00+00:00,15460,15460,15460,15460,15460,15459,15459,15459,15459,140,140,15459,15459,15460,15460,15460,15460,140,False,0
MON_USD:USD,35041,35041,0,33076,1965,32794,2247,32593,2448,34820,221,32409,2632,32873,2168,32295,2746,31804,3237,3625,2025-12-22 17:00:00+00:00,2026-05-22 17:00:00+00:00,3625,3625,3625,3625,3625,3618,3618,3618,3618,138,138,3617,3617,3625,3625,3625,3618,138,False,0
MOODENG_USD:USD,35041,34567,474,21513,13528,21441,13600,21419,13622,27912,7129,21409,13632,22866,12175,21410,13631,21410,13631,13632,2024-10-31 18:00:00+00:00,2026-05-22 17:00:00+00:00,13632,13632,13632,13632,13632,13631,13630,13631,13631,141,141,13630,13630,13632,13632,13632,13631,141,False,0
MORPHO_USD:USD,35041,26194,8847,25843,9198,24391,10650,23450,11591,25575,9466,22526,12515,23984,11057,22240,12801,22031,13010,13010,2024-11-26 16:00:00+00:00,2026-05-22 17:00:00+00:00,13010,13010,13010,13010,13010,13002,13002,13002,13002,140,140,13002,13002,13010,13010,13010,13003,140,False,0
MOVR_USD:USD,35041,19689,15352,26901,8140,23811,11230,20743,14298,27723,7318,17866,17175,19258,15783,17435,17606,17355,17686,17687,2024-05-15 19:00:00+00:00,2026-05-22 17:00:00+00:00,17687,17687,17687,17687,17687,17687,17686,17687,17687,135,135,17686,17686,17687,17687,17687,17687,135,False,0
MUBARAK_USD:USD,35041,35029,12,31847,3194,30397,4644,28825,6216,34203,838,27085,7956,28517,6524,26486,8555,26296,8745,8752,2025-05-23 02:00:00+00:00,2026-05-22 17:00:00+00:00,8752,8752,8752,8752,8752,8751,8751,8751,8751,140,140,8751,8751,8752,8752,8752,8752,140,False,0
NEAR_USD:USD,35041,6214,28827,9063,25978,8055,26986,7355,27686,10908,24133,514,34527,1972,33069,501,34540,501,34540,34540,2022-06-13 14:00:00+00:00,2026-05-22 17:00:00+00:00,34540,34540,34540,34540,34540,34535,28133,34537,34537,140,140,34537,34537,34540,34538,28135,34540,140,False,0
NEIRO_USD:USD,35041,35034,7,23266,11775,22266,12775,21565,13476,28257,6784,21033,14008,22491,12550,20899,14142,20877,14164,14164,2024-10-09 14:00:00+00:00,2026-05-22 17:00:00+00:00,14164,14164,14164,14164,14164,14163,14163,14163,14163,140,140,14163,14163,14164,14164,14164,14164,140,False,0
NEO_USD:USD,35041,18027,17014,25425,9616,22303,12738,19548,15493,35041,0,17151,17890,18588,16453,16877,18164,16862,18179,18192,2024-04-24 18:00:00+00:00,2026-05-22 17:00:00+00:00,18192,18192,18192,18192,18192,18191,18191,18191,18191,140,140,18191,18191,18152,18143,18147,42,23,False,0
NIGHT_USD:USD,35041,35041,0,31617,3424,31322,3719,31213,3828,34499,542,31172,3869,32629,2412,31173,3868,31173,3868,3869,2025-12-12 13:00:00+00:00,2026-05-22 17:00:00+00:00,3869,3869,3869,3869,3869,3868,3869,3869,3869,138,138,3868,3868,3869,3868,3869,3869,138,False,0
NMR_USD:USD,35041,19539,15502,23608,11433,21487,13554,19962,15079,32563,2478,18798,16243,20161,14880,18585,16456,18553,16488,16488,2024-07-04 18:00:00+00:00,2026-05-22 17:00:00+00:00,16488,16488,16488,16488,16488,16487,16486,16487,16487,141,141,16486,16486,16488,16488,16488,16487,141,False,0
NOT_USD:USD,35041,35041,0,23258,11783,21258,13783,19781,15260,31684,3357,18854,16187,20311,14730,18718,16323,18671,16370,16371,2024-07-09 15:00:00+00:00,2026-05-22 17:00:00+00:00,16371,16371,16371,16371,16371,16369,16369,16369,16369,140,140,16369,16369,16371,16371,16371,16370,140,False,0
OGN_USD:USD,35041,34794,247,23033,12008,18079,16962,13185,21856,27413,7628,4124,30917,5242,29799,2891,32150,2398,32643,32643,2022-08-31 15:00:00+00:00,2026-05-22 17:00:00+00:00,32643,32643,32643,32643,32643,32638,28133,32640,32640,140,140,32640,32640,32643,32642,28135,32643,140,False,0
OMI_USD:USD,35041,35041,0,34677,364,34501,540,34281,760,35009,32,33734,1307,34157,884,33312,1729,32487,2554,3598,2025-12-23 20:00:00+00:00,2026-05-22 17:00:00+00:00,3598,3598,3598,3598,3598,3598,3598,3598,3598,138,138,3597,3597,3598,3598,3598,3598,138,False,0
ONDO_USD:USD,35041,29413,5628,16629,18412,16555,18486,16547,18494,19916,15125,16535,18506,17993,17048,16536,18505,16536,18505,18505,2024-04-11 17:00:00+00:00,2026-05-22 17:00:00+00:00,18505,18505,18505,18505,18505,18504,18504,18504,18504,140,140,18504,18504,18505,18505,18505,18505,140,False,0
OPEN_USD:USD,35041,34929,112,34124,917,33717,1324,33225,1816,34157,884,32354,2687,32606,2435,31754,3287,30304,4737,5399,2025-10-09 19:00:00+00:00,2026-05-22 17:00:00+00:00,5399,5399,5399,5399,5399,5399,5399,5399,5399,138,138,5398,5398,5399,5399,5399,5399,138,False,0
OP_USD:USD,35041,16550,18491,8281,26760,7396,27645,7010,28031,15851,19190,249,34792,1707,33334,250,34791,250,34791,34791,2022-06-03 03:00:00+00:00,2026-05-22 17:00:00+00:00,34791,34791,34791,34791,34791,34786,28133,34788,34788,140,140,34788,34788,34791,34790,28135,34791,140,False,0
ORCA_USD:USD,35041,27175,7866,30341,4700,28577,6464,26592,8449,29469,5572,23900,11141,25197,9844,23007,12034,22608,12433,12433,2024-12-20 17:00:00+00:00,2026-05-22 17:00:00+00:00,12433,12433,12433,12433,12433,12432,12432,12432,12432,140,140,12432,12432,12433,12433,12433,12433,140,False,0
ORDER_USD:USD,35041,35014,27,33623,1418,32896,2145,31997,3044,34722,319,30502,4539,31840,3201,29972,5069,29572,5469,5568,2025-10-02 18:00:00+00:00,2026-05-22 17:00:00+00:00,5568,5568,5568,5568,5568,5568,5568,5568,5568,138,138,5566,5566,5568,5568,5568,5568,138,False,0
OXT_USD:USD,35041,35028,13,31121,3920,29265,5776,27134,7907,29653,5388,23785,11256,25133,9908,22440,12601,21375,13666,13669,2024-10-30 05:00:00+00:00,2026-05-22 17:00:00+00:00,13669,13669,13669,13669,13669,13668,13668,13668,13668,140,140,13668,13668,13669,13669,13669,13669,140,False,0
PAXG_USD:USD,35041,11725,23316,19174,15867,15788,19253,13120,21921,16066,18975,11115,23926,12494,22547,10826,24215,10808,24233,24242,2023-08-16 16:00:00+00:00,2026-05-22 17:00:00+00:00,24242,24242,24242,24242,24242,24240,24240,24240,24240,140,140,24240,24240,24242,24242,24242,24242,140,False,0
PENDLE_USD:USD,35041,20754,14287,18629,16412,17942,17099,17720,17321,22455,12586,17683,17358,19141,15900,17684,17357,17684,17357,17357,2024-05-29 13:00:00+00:00,2026-05-22 17:00:00+00:00,17357,17357,17357,17357,17357,17354,17356,17356,17356,140,140,17356,17356,17357,17356,17357,17357,140,False,0
PENGU_USD:USD,35041,34981,60,22732,12309,22644,12397,22628,12413,26896,8145,22607,12434,24065,10976,22608,12433,22608,12433,12433,2024-12-20 17:00:00+00:00,2026-05-22 17:00:00+00:00,12433,12433,12433,12433,12433,12432,12432,12432,12432,140,140,12432,12432,12433,12433,12433,12433,140,False,0
PEPE_USD:USD,35041,35041,0,9538,25503,9051,25990,8858,26183,12528,22513,8802,26239,10260,24781,8803,26238,8803,26238,26238,2023-05-25 12:00:00+00:00,2026-05-22 17:00:00+00:00,26238,26238,26238,26238,26238,26235,26235,26235,26235,140,140,26235,26235,26238,26238,26238,26237,140,False,0
PNUT_USD:USD,35041,34505,536,22643,12398,22251,12790,22103,12938,27241,7800,22041,13000,23499,11542,22031,13010,22031,13010,13010,2024-11-26 16:00:00+00:00,2026-05-22 17:00:00+00:00,13010,13010,13010,13010,13010,13002,13002,13002,13002,140,140,13002,13002,13010,13010,13010,13003,140,False,0
POL_USD:USD,35041,34459,582,20860,14181,20535,14506,20445,14596,23786,11255,20419,14622,21877,13164,20420,14621,20420,14621,14621,2024-09-20 13:00:00+00:00,2026-05-22 17:00:00+00:00,14621,14621,14621,14621,14621,14619,14619,14619,14619,140,140,14615,14615,14621,14621,14621,14620,140,False,0
POPCAT_USD:USD,35041,32163,2878,18187,16854,18181,16860,18181,16860,23883,11158,18167,16874,19625,15416,18168,16873,18168,16873,16873,2024-06-18 17:00:00+00:00,2026-05-22 17:00:00+00:00,16873,16873,16873,16873,16873,16872,16872,16872,16872,140,140,16872,16872,16873,16873,16873,16873,140,False,0
PORTAL_USD:USD,35041,34538,503,26996,8045,24523,10518,22160,12881,34489,552,19633,15408,21082,13959,18867,16174,18336,16705,16706,2024-06-25 16:00:00+00:00,2026-05-22 17:00:00+00:00,16706,16706,16706,16706,16706,16704,16704,16704,16704,140,140,16704,16704,16706,16706,16706,16705,140,False,0
POWR_USD:USD,35041,34882,159,29602,5439,26880,8161,23783,11258,33320,1721,19572,15469,20762,14279,18137,16904,17355,17686,17686,2024-05-15 20:00:00+00:00,2026-05-22 17:00:00+00:00,17686,17686,17686,17686,17686,17685,17685,17685,17685,140,140,17685,17685,17686,17686,17686,17686,140,False,0
PROMPT_USD:USD,35041,35018,23,33611,1430,32947,2094,32165,2876,33048,1993,30773,4268,31849,3192,30096,4945,29511,5530,5563,2025-10-02 23:00:00+00:00,2026-05-22 17:00:00+00:00,5563,5563,5563,5563,5563,5563,5563,5563,5563,138,138,5557,5557,5563,5563,5563,5563,138,False,0
PUMP_USD:USD,35041,35041,0,27588,7453,27570,7471,27570,7471,30903,4138,27553,7488,29010,6031,27554,7487,27554,7487,7488,2025-07-14 18:00:00+00:00,2026-05-22 17:00:00+00:00,7488,7488,7488,7488,7488,7480,7480,7480,7480,140,140,7480,7480,7488,7487,7488,7481,140,False,0
PYTH_USD:USD,35041,33546,1495,14366,20675,13651,21390,13387,21654,17829,17212,13320,21721,14778,20263,13321,21720,13321,21720,21720,2023-11-29 18:00:00+00:00,2026-05-22 17:00:00+00:00,21720,21720,21720,21720,21720,21710,21710,21710,21710,140,140,21710,21710,21720,21720,21720,21712,140,False,0
QNT_USD:USD,35041,4338,30703,13282,21759,10055,24986,8113,26928,10944,24097,3587,31454,5045,29996,3421,31620,3410,31631,31631,2022-10-12 19:00:00+00:00,2026-05-22 17:00:00+00:00,31631,31631,31631,31631,31631,31621,28132,31621,31621,140,140,31621,31621,31631,31631,28134,31624,140,False,0
QTUM_USD:USD,35041,7181,27860,22148,12893,17161,17880,12343,22698,27288,7753,3577,31464,4833,30208,2441,32600,2231,32810,32812,2022-08-24 14:00:00+00:00,2026-05-22 17:00:00+00:00,32812,32812,32812,32812,32812,32807,28133,32809,32809,140,140,32809,32809,32812,32810,28135,32812,140,False,0
RARE_USD:USD,35041,34920,121,26705,8336,24240,10801,22048,12993,24181,10860,20090,14951,21547,13494,19637,15404,19582,15459,15459,2024-08-16 15:00:00+00:00,2026-05-22 17:00:00+00:00,15459,15459,15459,15459,15459,15451,15451,15451,15451,140,140,15451,15451,15459,15458,15459,15452,140,False,0
RARI_USD:USD,35041,34991,50,34411,630,34270,771,34120,921,33887,1154,33805,1236,34157,884,33495,1546,32577,2464,5065,2025-10-23 17:00:00+00:00,2026-05-22 17:00:00+00:00,5065,5065,5065,5065,5065,5065,5065,5065,5065,138,138,5057,5057,5065,5065,5065,5065,138,False,0
