model_id,fold_id,seed,tree_idx,leaf_idx,reason
stage_a_context_model,3,42,296,0,all_negative_path
stage_a_context_model,3,42,300,0,all_negative_path
stage_a_context_model,3,42,303,0,all_negative_path
stage_a_context_model,3,42,305,0,all_negative_path
stage_a_context_model,3,42,308,0,all_negative_path
stage_a_context_model,3,42,318,0,all_negative_path
stage_a_context_model,3,42,325,0,all_negative_path
stage_a_context_model,3,42,330,0,all_negative_path
stage_a_context_model,3,42,336,0,all_negative_path
stage_a_context_model,3,42,338,0,all_negative_path
stage_a_context_model,3,42,346,0,all_negative_path
stage_a_context_model,3,42,375,0,all_negative_path
stage_a_context_model,3,42,392,0,all_negative_path
stage_a_context_model,3,42,394,0,all_negative_path
stage_a_context_model,3,42,396,0,all_negative_path
stage_a_context_model,3,42,404,0,all_negative_path
stage_a_context_model,3,42,405,0,all_negative_path
stage_a_context_model,3,42,407,0,all_negative_path
stage_a_context_model,3,42,413,0,all_negative_path
stage_a_context_model,3,42,415,0,all_negative_path
stage_a_context_model,3,42,448,0,all_negative_path
stage_a_context_model,3,42,455,0,all_negative_path
